"DOT_category","dot_title_norm","SOC","soc_title_norm"
"142","manager display","27-1026.00","merchandise displayers and window trimmers"
"142","display designer","27-1027.00","set and exhibit designers"
"142","interior designer","27-1025.00","interior designers"
"142","bank note designer","27-1021.00","commercial and industrial designers"
"142","fashion designer","27-1022.00","fashion designers"
"142","stained glass artist","27-1012.00","craft artists"
"142","floral designer","27-1023.00","floral designers"
"143","director of photography","27-4031.00","camera operators television video and film"
"143","photographer aerial","27-4021.00","photographers"
"143","photographer","39-4012.00","crematory operators"
"143","photographer","39-9099.00","personal care and service workers all other"
"144","painter","27-1013.00","fine artists including painters sculptors and illustrators"
"149","teacher art","25-3021.00","self enrichment teachers"
"149","supervisor scenic arts","27-1027.00","set and exhibit designers"
"149","quick sketch artist","27-1013.00","fine artists including painters sculptors and illustrators"
"149","audiovisual production specialist","25-4022.00","librarians and media collections specialists"
"149","furniture reproducer","51-7099.00","woodworkers all other"
"150","dramatic coach","27-2012.00","producers and directors"
"150","teacher drama","25-3021.00","self enrichment teachers"
"150","actor","27-2011.00","actors"
"151","choreographer","27-2032.00","choreographers"
"151","instructor dancing","25-3021.00","self enrichment teachers"
"151","dancer","27-2031.00","dancers"
"152","teacher music","25-3021.00","self enrichment teachers"
"152","musician instrumental","27-2042.00","musicians and singers"
"152","choral director","27-2041.00","music directors and composers"
"152","cue selector","13-1082.00","project management specialists"
"152","cue selector","13-1199.00","business operations specialists all other"
"152","prompter","27-2091.00","disc jockeys except radio"
"152","prompter","27-2099.00","entertainers and performers sports and related workers all other"
"153","head coach","27-2022.00","coaches and scouts"
"153","manager athlete","13-1011.00","agents and business managers of artists performers and athletes"
"153","steward racetrack","27-2023.00","umpires referees and other sports officials"
"153","manager pool","11-9072.00","entertainment and recreation managers except gambling"
"153","manager pool","11-9179.00","personal service managers all other"
"153","manager pool","11-9199.00","managers all other"
"153","manager pool","13-1082.00","project management specialists"
"153","athletic trainer","29-9091.00","athletic trainers"
"153","instructor physical","39-9031.00","exercise trainers and group fitness instructors"
"153","automobile racer","27-2021.00","athletes and sports competitors"
"153","exerciser horse","39-2021.00","animal caretakers"
"159","magician","27-2011.00","actors"
"159","laserist","27-4011.00","audio and video technicians"
"159","director motion picture","27-2012.00","producers and directors"
"159","counselor camp","39-9032.00","recreation workers"
"159","announcer","27-3011.00","broadcast announcers and radio disc jockeys"
"159","artist and repertoire manager","27-2012.04","talent directors"
"159","executive producer promos","11-2011.00","advertising and promotions managers"
"159","astrologer","27-2091.00","disc jockeys except radio"
"159","astrologer","27-2099.00","entertainers and performers sports and related workers all other"
"159","animal trainer","39-2011.00","animal trainers"
"159","instructor bridge","25-3021.00","self enrichment teachers"
"159","equestrian","27-2021.00","athletes and sports competitors"
"159","announcer","27-3099.00","media and communication workers all other"
"160","accountant tax","13-2011.00","accountants and auditors"
"160","chief bank examiner","13-2061.00","financial examiners"
"160","revenue agent","13-2081.00","tax examiners and collectors and revenue agents"
"160","controller","11-3031.01","treasurers and controllers"
"160","credit counselor","13-2052.00","personal financial advisors"
"160","credit counselor","13-2072.00","loan officers"
"160","credit analyst","13-2041.00","credit analysts"
"160","investment analyst","13-2051.00","financial and investment analysts"
"160","investment analyst","13-2054.00","financial risk specialists"
"161","budget officer","13-2031.00","budget analysts"
"161","director records management","13-1111.00","management analysts"
"161","director records management","15-1299.03","document management specialists"
"161","treasurer","11-3031.01","treasurers and controllers"
"162","christmas tree contractor","13-1021.00","buyers and purchasing agents farm products"
"162","contract administrator","11-3061.00","purchasing managers"
"162","contract specialist","13-1023.00","purchasing agents except wholesale retail and farm products"
"162","research contracts supervisor","11-9041.00","architectural and engineering managers"
"162","media buyer","11-2021.00","marketing managers"
"162","broker and market operator grain","41-3031.00","securities commodities and financial services sales agents"
"162","buyer","13-1022.00","wholesale and retail buyers except farm products"
"162","commission agent livestock","41-4012.00","sales representatives wholesale and manufacturing except technical and scientific products"
"162","prize coordinator","43-9061.00","office clerks general"
