applicant_id,DOT_category,job_norm,predicted_SOC,predicted_SOC_title,similarity_score,method,alt1_SOC,alt1_SOC_title,alt1_score,alt2_SOC,alt2_SOC_title,alt2_score,alt3_SOC,alt3_SOC_title,alt3_score
174016,30.0,analyst,11-1011.00,chief executives,0.32125943899154663,global_similarity,11-1011.00,chief executives,0.32125943899154663,19-4012.00,agricultural technicians,0.3093253970146179,17-2081.00,environmental engineers,0.28060904145240784
174069,30.0,computer system analyst,15-1299.00,computer occupations all other,0.2554498016834259,global_similarity,15-1299.00,computer occupations all other,0.2554498016834259,15-1211.00,computer systems analysts,0.24343016743659973,13-1082.00,project management specialists,0.21937839686870575
174149,164.0,market research analyst and spec,13-1161.00,market research analysts and marketing specialists,0.810219407081604,global_similarity,13-1161.00,market research analysts and marketing specialists,0.810219407081604,13-1161.00,market research analysts and marketing specialists,0.7264019250869751,11-2011.00,advertising and promotions managers,0.59795743227005
174537,30.0,sr software developer,15-1252.00,software developers,0.48146307468414307,global_similarity,15-1252.00,software developers,0.48146307468414307,15-1253.00,software quality assurance analysts and testers,0.37852540612220764,51-9199.00,production workers all other,0.2902626097202301
174644,189.0,consultant,13-1199.00,business operations specialists all other,0.3635527789592743,global_similarity,13-1199.00,business operations specialists all other,0.3635527789592743,13-1082.00,project management specialists,0.34707003831863403,13-1199.00,business operations specialists all other,0.31522509455680847
174737,39.0,database administrator,15-1242.00,database administrators,0.4605110287666321,global_similarity,15-1242.00,database administrators,0.4605110287666321,15-1243.00,database architects,0.4569322168827057,11-3013.00,facilities managers,0.23661905527114868
174837,39.0,it governance risk compliance sp,13-2054.00,financial risk specialists,0.4104582369327545,global_similarity,13-2054.00,financial risk specialists,0.4104582369327545,13-1041.00,compliance officers,0.30452409386634827,13-2054.00,financial risk specialists,0.2570538818836212
175651,45.0,school based clinician i,47-2061.00,construction laborers,0.26766738295555115,global_similarity,47-2061.00,construction laborers,0.26766738295555115,25-2022.00,middle school teachers except special and career technical education,0.20820416510105133,25-2021.00,elementary school teachers except special education,0.20262250304222107
176879,30.0,technology lead us,51-1011.00,first line supervisors of production and operating workers,0.22162863612174988,global_similarity,51-1011.00,first line supervisors of production and operating workers,0.22162863612174988,51-4199.00,metal workers and plastic workers all other,0.2211146205663681,11-9041.01,biofuels biodiesel technology and product development managers,0.2152109444141388
177137,30.0,software development engineer i,15-1252.00,software developers,0.5534238815307617,global_similarity,15-1252.00,software developers,0.5534238815307617,15-1253.00,software quality assurance analysts and testers,0.43510088324546814,15-1221.00,computer and information research scientists,0.3047299087047577
177789,30.0,powertrain virtual anallysis engin,11-1011.00,chief executives,0.0,global_similarity,11-1011.00,chief executives,0.0,11-1011.00,chief executives,0.0,11-1011.00,chief executives,0.0
178011,39.0,research scientist,11-9121.01,clinical research coordinators,0.28628191351890564,global_similarity,11-9121.01,clinical research coordinators,0.28628191351890564,15-1211.00,computer systems analysts,0.2796207666397095,19-1011.00,animal scientists,0.2771199643611908
